origin,car_model,mileage,exterior_color,num_of_doors,seating_capacity,transmission,engine_type,engine_capacity,drive_type,fuel_consumption,brand,grade,year_of_manufacture,price
0,5.0,40000.0,0,4,5,1,0,2.0,4,1.0,8,72,2015,789.0
0,5.0,41000.0,16777215,4,5,1,0,2.0,2,1.0,5,98,2017,505.0
0,0.0,59875.0,16776960,5,8,0,0,2.0,4,1.0,11,208,2014,348.0
1,5.0,76000.0,0,4,5,1,0,4.6,1,10.0,6,223,2010,1150.0
0,4.0,4000.0,16777215,5,5,1,0,2.0,1,7.0,8,171,2021,2180.0
1,4.0,82000.0,0,5,5,1,0,3.5,1,1.0,6,316,2011,1160.0
1,6.0,36000.0,12632256,5,2,1,0,1.0,2,1.0,5,259,2013,225.0
1,5.0,52000.0,16777215,4,5,1,0,2.0,4,1.0,10,438,2015,2280.0
1,6.0,36000.0,16777215,5,7,1,0,3.5,2,1.0,11,351,2016,2550.0
1,5.0,25000.0,10824234,4,5,1,1,3.5,2,1.0,6,223,2019,6250.0
1,5.0,38000.0,16777215,4,5,1,0,4.0,4,1.0,10,154,2015,7865.0
1,4.0,57636.0,0,5,5,1,0,2.0,1,1.0,10,319,2013,1100.0
0,5.0,23000.0,0,4,5,1,0,2.0,4,1.0,8,72,2019,1479.0
1,5.0,10000.0,16776656,4,5,0,0,2.0,4,7.0,11,216,1989,139.0
1,1.0,29000.0,16711680,2,2,1,0,1.0,4,1.0,10,161,2006,450.0
1,5.0,38000.0,0,4,5,1,0,3.5,2,1.0,11,86,2007,435.0
1,4.0,36000.0,16777215,2,4,0,0,2.0,0,1.0,10,423,1990,800.0
1,4.0,36000.0,16777215,5,5,1,0,1.5,2,1.0,10,66,2021,768.0
1,4.0,36000.0,16711680,5,5,1,0,4.4,1,1.0,0,431,2008,980.0
1,4.0,36000.0,16777215,5,5,1,0,3.0,1,1.0,10,318,2014,3350.0
1,4.0,90000.0,0,5,7,1,0,5.7,1,1.0,6,224,2010,2450.0
1,4.0,80000.0,16711680,5,5,1,0,2.0,1,1.0,10,319,2012,945.0
0,5.0,29000.0,0,4,5,1,0,2.0,4,1.0,8,128,2017,1379.0
0,5.0,15000.0,16711680,4,5,1,0,2.0,4,1.0,8,72,2020,1619.0
0,5.0,21000.0,16777215,4,5,1,0,2.0,4,1.0,8,72,2020,1619.0
1,5.0,38000.0,16777215,4,5,1,0,2.0,1,1.0,10,42,2012,980.0
1,4.0,36000.0,0,5,7,0,0,4.0,0,1.0,11,229,1989,450.0
1,4.0,36000.0,16777215,5,5,1,0,5.0,1,1.0,10,318,2009,1580.0
1,5.0,38000.0,16711680,4,4,1,0,4.8,4,1.0,10,284,2011,1880.0
1,4.0,70000.0,32768,5,5,1,0,2.0,1,1.0,10,319,2011,700.0
0,4.0,11000.0,16777215,5,5,1,0,2.0,1,1.0,8,171,2021,1879.0
1,5.0,30000.0,32768,4,5,1,0,2.0,4,6.0,0,32,2019,2850.0
1,1.0,98658.0,16776960,5,5,1,0,1.6,2,1.0,4,408,2011,395.0
1,5.0,10000.0,32768,4,4,1,0,6.6,1,1.0,10,184,2016,17500.0
0,5.0,34799.0,16777215,4,5,1,0,1.5,2,7.0,7,8,2018,548.0
1,4.0,40000.0,16777215,5,7,1,2,2.0,0,1.0,2,141,2019,150.0
0,5.0,15000.0,16711680,4,5,1,0,2.0,4,1.0,8,128,2019,1979.0
1,5.0,45000.0,16777215,4,5,1,0,2.0,4,1.0,0,32,2016,2199.0
1,5.0,110000.0,16776960,4,5,1,0,2.0,4,1.0,0,21,2012,650.0
1,4.0,62000.0,0,5,7,1,0,5.7,1,1.0,6,224,2012,2799.0
0,5.0,80000.0,0,4,5,1,0,2.0,2,1.0,11,110,2009,319.0
1,4.0,75000.0,16711680,5,5,1,0,2.0,1,7.0,10,303,2012,745.0
1,4.0,36000.0,32768,5,5,1,0,1.8,2,1.0,11,109,2020,729.0
1,4.0,32000.0,10824234,5,5,1,0,3.6,1,1.0,10,93,2016,3590.0
1,3.0,6879.0,12632256,4,5,1,2,2.2,4,7.0,2,322,2017,529.0
0,4.0,7500.0,0,5,5,1,0,2.0,4,7.0,8,171,2021,1630.0
0,4.0,36000.0,32768,5,7,1,0,2.5,0,1.0,10,425,2019,750.0
0,5.0,38000.0,0,4,5,1,0,3.0,4,1.0,8,331,2020,3750.0
1,4.0,35000.0,16777215,5,5,1,0,4.8,1,1.0,10,93,2011,2999.0
1,5.0,50000.0,16777215,4,4,1,0,5.4,4,1.0,10,352,1999,8300.0
1,4.0,89000.0,10824234,5,7,1,0,2.7,0,1.0,11,293,2015,1385.0
1,1.0,30000.0,16711680,5,5,1,0,1.5,2,1.0,11,442,2018,550.0
1,5.0,2680.0,0,4,5,1,0,4.0,1,10.0,10,45,2014,2339.0
0,4.0,1500.0,8421504,5,5,1,0,2.0,1,1.0,8,171,2021,2239.0
1,4.0,36000.0,0,5,7,1,0,2.7,2,1.0,11,202,2014,1260.0
0,4.0,36000.0,12632256,5,8,1,0,2.7,4,1.0,11,160,2015,589.0
1,3.0,68000.0,12632256,4,5,1,2,3.2,0,1.0,2,322,2017,769.0
1,2.0,61234.0,16777215,2,4,1,0,2.5,4,10.0,6,207,2010,1150.0
0,5.0,9999.0,16777215,4,5,1,0,3.0,4,1.0,8,331,2020,3730.0
1,4.0,80000.0,16777215,5,5,1,0,2.0,1,1.0,10,319,2011,880.0
1,5.0,60000.0,16777215,4,5,1,0,3.0,4,1.0,0,28,2012,1600.0
1,5.0,38000.0,32768,4,5,1,0,3.0,4,1.0,0,21,2010,680.0
1,5.0,38000.0,0,4,5,1,0,2.4,2,1.0,11,86,2007,435.0
0,5.0,38000.0,0,4,5,1,0,2.0,4,1.0,12,237,2020,630.0
1,4.0,150000.0,0,5,5,0,0,3.0,0,1.0,9,281,2006,190.0
1,5.0,65000.0,0,4,5,1,0,2.0,4,1.0,0,21,2014,980.0
0,5.0,155500.0,0,4,5,0,0,2.4,2,1.0,11,86,2005,225.0
1,4.0,4000.0,16711680,5,7,1,0,2.0,1,1.0,10,124,2021,3180.0
0,5.0,38000.0,0,4,5,1,0,2.0,4,1.0,8,128,2021,2499.0
1,4.0,100000.0,0,5,5,1,0,5.0,1,1.0,10,318,2009,990.0
1,5.0,71000.0,16777215,4,5,1,0,2.0,2,1.0,10,43,2013,770.0
1,4.0,17000.0,16777215,5,4,1,0,5.7,1,1.0,6,224,2020,10900.0
0,5.0,38000.0,0,4,5,1,0,4.7,4,1.0,8,331,2015,2650.0
0,5.0,28573.0,0,4,5,1,0,3.0,4,1.0,8,331,2015,250.0
1,5.0,38000.0,0,5,4,1,0,3.6,4,12.0,10,284,2011,1580.0
1,4.0,12600.0,16777215,5,5,1,0,3.0,1,1.0,10,318,2021,8890.0
1,4.0,28000.0,16711680,5,5,1,0,2.0,1,1.0,6,316,2017,2399.0
0,5.0,154000.0,0,4,5,0,0,1.8,2,1.0,11,110,2008,305.0
0,5.0,83000.0,16777215,4,5,1,0,1.8,4,7.0,8,72,2014,545.0
1,4.0,80000.0,12632256,5,7,1,0,2.4,2,1.0,4,343,2013,575.0
0,5.0,190000.0,0,4,5,1,0,2.5,2,10.0,2,257,2004,195.0
1,5.0,120000.0,0,4,5,1,0,5.5,4,1.0,8,331,2009,730.0
0,5.0,1800.0,0,4,5,1,0,1.8,2,1.0,11,110,2021,760.0
1,4.0,78000.0,16777215,4,5,1,0,4.8,1,1.0,10,93,2009,680.0
1,3.0,55000.0,16711680,4,5,1,2,2.8,0,1.0,1,104,2018,535.0
1,4.0,15000.0,0,5,8,1,0,4.6,1,12.0,11,229,2020,4920.0
0,4.0,45000.0,0,5,5,1,0,2.0,1,1.0,8,171,2018,1539.0
0,5.0,83000.0,0,4,5,1,0,2.0,2,7.0,11,110,2010,438.0
0,5.0,80000.0,16776960,4,5,0,0,1.8,2,7.0,11,110,2007,275.0
0,4.0,36000.0,0,5,5,1,0,2.0,1,1.0,8,171,2019,1639.0
1,5.0,38000.0,0,4,5,1,0,3.0,1,1.0,10,45,2016,2650.0
1,4.0,36000.0,0,5,4,1,0,2.0,1,16.0,10,67,2019,13500.0
1,4.0,30000.0,0,5,4,1,0,2.0,1,1.0,10,67,2019,13300.0
1,3.0,55000.0,16777215,4,5,1,2,3.2,0,1.0,7,63,2015,470.0
1,5.0,45000.0,32768,4,5,1,0,2.0,4,1.0,0,32,2018,2950.0
1,4.0,85000.0,16777215,5,7,1,0,3.6,1,1.0,10,304,2008,580.0
0,5.0,50000.0,0,4,5,1,0,1.8,4,1.0,8,128,2012,499.0
1,4.0,79000.0,0,5,7,1,0,3.6,1,1.0,10,304,2008,535.0
1,4.0,110000.0,0,5,5,1,0,3.0,1,1.0,0,426,2010,370.0
1,5.0,25000.0,32768,4,4,1,0,6.6,1,14.0,10,184,2015,17999.0
0,4.0,36000.0,16776960,5,8,0,0,2.0,4,1.0,9,210,2005,150.0
0,5.0,1000.0,16777215,4,5,1,0,2.0,4,7.0,8,128,2021,230.0
0,5.0,26000.0,0,4,5,1,0,2.0,4,1.0,8,72,2019,1279.0
0,0.0,45000.0,32768,5,5,1,0,1.6,2,1.0,10,11,2017,660.0
1,3.0,50000.0,16777215,4,5,1,2,3.2,0,8.0,7,63,2015,465.0
1,4.0,28000.0,0,5,5,1,0,2.0,1,1.0,10,319,2013,170.0
1,4.0,18000.0,10824234,5,5,1,0,2.0,1,8.0,10,246,2020,3600.0
1,0.0,80000.0,16777215,5,5,1,0,2.7,2,10.0,11,410,2009,495.0
0,5.0,80000.0,12632256,4,5,1,0,2.4,2,1.0,11,86,2008,399.0
1,3.0,55000.0,16777215,4,5,1,2,3.2,0,6.0,2,322,2018,755.0
1,5.0,100000.0,16777215,4,5,1,0,2.0,4,8.0,0,21,2014,779.0
1,4.0,2000.0,16777215,5,5,1,0,2.0,1,9.0,6,316,2021,3140.0
0,4.0,5000.0,16777215,5,5,1,0,2.0,4,7.0,8,171,2021,1810.0
0,5.0,60000.0,16777215,4,5,1,0,3.0,4,10.0,8,331,2015,1620.0
0,4.0,60000.0,12088115,5,5,1,0,2.5,2,1.0,7,80,2019,748.0
1,4.0,40000.0,0,5,4,1,0,5.7,1,1.0,6,224,2019,8550.0
1,4.0,50000.0,0,5,5,1,0,3.5,1,1.0,6,316,2018,2780.0
1,4.0,45000.0,16777215,5,5,1,0,2.0,1,1.0,6,268,2019,250.0
1,4.0,55000.0,16777215,5,5,1,0,1.5,4,5.0,0,426,2018,1180.0
0,4.0,16000.0,16777215,5,5,1,0,2.0,1,8.0,8,171,2017,1389.0
0,6.0,36000.0,32768,5,2,0,0,1.2,2,5.0,1,360,2018,165.0
1,4.0,41000.0,16777215,5,5,1,0,2.0,1,1.0,10,246,2015,1990.0
1,4.0,8000.0,16777215,5,7,1,0,2.0,1,6.0,10,383,2020,1499.0
0,1.0,58100.0,16711680,5,5,1,0,1.0,2,5.0,2,153,2016,366.0
1,4.0,125636.0,12632256,5,7,1,2,2.0,2,1.0,4,343,2009,489.0
1,3.0,20000.0,16711680,4,5,1,2,2.4,0,7.0,2,322,2021,835.0
1,1.0,51000.0,32768,2,4,1,0,1.6,2,6.0,10,120,2011,420.0
1,4.0,70000.0,16711680,5,5,1,0,1.6,2,8.0,10,211,2012,425.0
0,5.0,20000.0,16711680,4,5,1,0,1.6,2,1.0,5,98,2020,550.0
0,5.0,38000.0,16777215,4,5,1,0,2.0,2,1.0,7,8,2017,495.0
1,4.0,21668.0,16753920,5,5,1,0,1.5,4,1.0,0,426,2018,1150.0
0,5.0,10000.0,16711680,4,5,1,0,1.6,2,1.0,5,98,2021,605.0
1,4.0,60000.0,0,5,5,1,0,3.5,1,1.0,6,316,2008,599.0
1,4.0,60000.0,16711680,5,5,1,0,2.0,1,1.0,10,319,2015,1250.0
1,1.0,99999.0,16777215,5,5,0,0,0.8,2,6.0,10,248,2000,39.0
1,1.0,29000.0,16711680,5,5,0,0,1.3,2,5.0,10,13,2009,105.0
0,5.0,90000.0,32768,4,5,1,0,1.8,4,1.0,8,72,2009,380.0
0,6.0,632894.0,16776960,5,5,0,0,1.5,2,6.0,10,402,2011,79.0
1,4.0,45000.0,16777215,5,5,1,0,2.0,1,1.0,6,268,2019,289.0
1,5.0,48000.0,16777215,4,4,1,0,3.6,4,1.0,10,284,2016,3300.0
1,4.0,217.0,16777215,5,7,1,0,3.0,1,1.0,2,142,2021,4180.0
1,6.0,70000.0,16777215,5,2,1,0,1.0,2,6.0,5,259,2014,228.0
1,3.0,165000.0,0,4,5,1,2,3.2,0,1.0,2,322,2015,605.0
1,0.0,165928.0,12632256,5,5,1,2,2.0,2,5.0,4,396,2009,410.0
0,0.0,29000.0,10824234,5,5,1,0,1.6,2,1.0,10,11,2019,699.0
1,3.0,136825.0,8421504,4,5,1,2,2.5,0,7.0,10,269,2013,335.0
0,0.0,18000.0,16777215,5,5,1,0,1.4,2,1.0,5,346,2020,669.0
1,5.0,60000.0,0,4,5,0,0,1.2,2,5.0,10,180,2010,160.0
1,4.0,90000.0,0,5,7,1,0,2.7,0,10.0,11,293,2011,960.0
1,1.0,44000.0,32768,5,5,1,0,2.0,1,1.0,8,38,2015,1799.0
1,5.0,70000.0,16777215,4,5,1,0,2.0,4,6.0,0,21,2015,1150.0
1,5.0,38860.0,16777215,4,5,1,0,6.0,4,16.0,10,154,2013,7500.0
1,4.0,89600.0,16777215,5,5,1,0,3.6,1,1.0,10,93,2011,1350.0
1,3.0,72000.0,12632256,4,5,1,2,2.5,0,7.0,1,104,2018,565.0
0,0.0,58000.0,16776960,5,5,1,2,2.0,2,6.0,4,396,2018,748.0
0,5.0,77000.0,10824234,4,5,1,0,2.0,2,1.0,11,86,2018,735.0
0,4.0,2000.0,16777215,5,7,0,2,2.3,4,7.0,10,262,2002,90.0
1,3.0,10089.0,32768,4,5,1,2,2.2,4,1.0,2,322,2021,639.0
1,3.0,53000.0,16753920,4,5,1,2,3.2,0,1.0,2,322,2017,720.0
0,5.0,125000.0,8421504,4,5,1,0,1.8,2,1.0,3,102,2008,305.0
1,4.0,40000.0,16777215,5,7,1,0,5.7,1,1.0,6,224,2018,7500.0
1,1.0,83000.0,16777215,5,5,1,0,1.3,2,6.0,11,442,2008,275.0
0,6.0,999999.0,16777215,4,6,0,2,2.9,4,9.0,8,242,2000,49.0
1,5.0,11000.0,0,4,4,1,0,2.0,1,1.0,10,323,2015,5.0
0,4.0,11000.0,16777215,5,5,1,0,2.0,1,9.0,8,171,2021,1830.0
1,4.0,50000.0,10824234,5,5,1,0,2.9,1,1.0,10,93,2018,5900.0
1,3.0,49000.0,32768,4,5,0,2,2.2,0,1.0,7,63,2019,565.0
1,3.0,55000.0,0,4,5,1,2,3.2,0,1.0,2,322,2017,685.0
1,2.0,19000.0,0,3,5,1,0,3.5,1,6.0,6,314,2015,2479.0
0,2.0,200000.0,12632256,2,3,0,2,2.4,4,8.0,10,3,2011,95.0
1,5.0,13000.0,16777215,5,5,1,0,2.5,2,1.0,6,130,2020,2180.0
1,4.0,6000.0,16777215,5,5,1,0,3.5,1,1.0,6,316,2020,3700.0
0,5.0,100000.0,0,4,5,1,0,1.8,4,1.0,8,72,2013,490.0
1,1.0,90000.0,16711680,5,5,1,0,1.5,2,1.0,11,442,2012,320.0
1,4.0,28000.0,12632256,5,7,1,0,1.5,2,1.0,3,77,2019,900.0
0,5.0,120668.0,12632256,4,5,1,0,2.0,2,1.0,10,18,2014,335.0
1,3.0,210000.0,32768,4,5,0,2,2.2,0,1.0,7,63,2016,465.0
0,5.0,50000.0,0,4,5,0,0,1.8,2,5.0,11,110,2014,410.0
1,3.0,55000.0,0,4,5,1,2,3.2,0,1.0,2,322,2017,668.0
1,5.0,72156.0,0,4,5,1,0,2.0,4,8.0,0,9,2013,550.0
0,5.0,38000.0,32768,4,5,1,0,2.0,4,1.0,8,72,2015,860.0
0,0.0,29000.0,0,5,5,1,0,2.0,2,1.0,4,396,2020,750.0
1,4.0,15000.0,0,5,7,1,0,3.0,1,1.0,8,174,2021,5600.0
0,0.0,30000.0,0,5,5,1,0,1.4,2,1.0,5,346,2020,720.0
0,4.0,40000.0,0,5,5,1,0,2.0,1,9.0,8,171,2017,1580.0
0,4.0,36000.0,0,5,7,1,0,2.4,1,7.0,4,343,2020,120.0
1,5.0,120000.0,0,4,5,1,0,6.0,4,1.0,10,154,2007,1200.0
1,4.0,12333.0,16777215,5,7,1,0,4.7,1,12.0,6,176,2008,855.0
1,2.0,20000.0,16776960,2,4,1,0,2.0,2,1.0,10,65,2007,660.0
0,0.0,60000.0,16777215,5,5,1,2,2.0,2,1.0,4,396,2018,830.0
0,3.0,220689.0,12632256,5,5,0,2,3.0,0,6.0,10,125,2008,275.0
1,5.0,130000.0,0,4,5,1,0,2.0,2,8.0,10,338,2003,118.0
1,0.0,98000.0,16711680,5,5,1,0,2.7,2,12.0,11,410,2009,545.0
0,4.0,98500.0,0,5,8,0,0,2.0,4,1.0,9,210,2006,166.0
1,4.0,8000.0,16777215,5,5,1,0,2.0,1,1.0,6,316,2022,3290.0
1,4.0,32000.0,16711680,5,7,1,0,1.5,2,1.0,3,77,2020,868.0
1,5.0,60000.0,0,4,5,1,0,2.0,2,1.0,10,43,2016,199.0
1,4.0,70000.0,16777215,5,5,1,0,2.0,1,10.0,10,319,2013,990.0
1,4.0,31000.0,0,5,7,1,0,3.0,1,1.0,8,172,2019,3390.0
0,5.0,56789.0,16777215,4,5,1,0,2.0,4,1.0,8,128,2015,779.0
0,4.0,98000.0,0,5,7,0,0,2.4,2,8.0,1,88,2008,179.0
1,5.0,100000.0,0,4,5,1,0,3.0,4,8.0,8,331,2011,895.0
1,4.0,100000.0,12632256,5,7,1,2,2.2,2,1.0,4,343,2013,695.0
0,5.0,150000.0,8421504,4,5,0,0,1.6,2,1.0,11,108,1997,83.0
1,4.0,36000.0,0,5,7,1,0,5.5,1,1.0,8,168,2007,850.0
1,4.0,70000.0,0,5,7,1,0,2.3,1,7.0,2,142,2016,1150.0
0,1.0,70000.0,12632256,5,5,1,0,1.0,2,1.0,2,153,2013,315.0
1,5.0,38000.0,16777215,4,5,1,0,3.0,4,1.0,0,28,2015,2200.0
1,5.0,20000.0,16711680,4,5,1,0,2.5,2,1.0,6,130,2019,290.0
1,5.0,70.0,16711680,4,5,1,0,2.5,2,1.0,6,130,2021,2490.0
1,4.0,5000.0,0,5,7,1,0,3.0,1,1.0,8,174,2021,4979.0
1,4.0,8000.0,16777215,5,7,1,0,3.0,1,1.0,8,174,2021,4979.0
1,4.0,12000.0,32768,5,7,1,0,3.0,1,1.0,8,174,2021,4979.0
1,4.0,4000.0,16777215,5,8,1,0,5.7,1,1.0,6,224,2021,9600.0
0,4.0,16000.0,32768,5,7,1,0,2.0,4,1.0,12,238,2021,818.0
1,5.0,99000.0,0,4,5,1,0,3.0,4,9.0,8,331,2011,895.0
1,4.0,13000.0,0,5,7,1,2,3.0,1,7.0,4,411,2007,488.0
0,5.0,87000.0,0,4,5,1,0,4.7,4,1.0,8,331,2013,1980.0
1,4.0,36000.0,16777215,5,5,1,0,3.5,2,1.0,6,316,2010,150.0
1,1.0,29000.0,16711680,5,5,1,0,1.8,2,1.0,10,440,2009,585.0
1,5.0,38000.0,0,4,5,1,0,3.0,4,10.0,8,331,2011,895.0
1,2.0,22500.0,12632256,2,4,1,0,2.0,4,1.0,11,35,2012,920.0
1,4.0,36000.0,16777215,5,5,1,0,5.0,1,1.0,10,318,2012,1655.0
1,2.0,22500.0,16777215,2,4,1,0,3.6,4,1.0,1,85,2011,1450.0
1,4.0,90000.0,16777215,5,5,1,0,3.6,1,1.0,10,93,2011,1550.0
1,4.0,20000.0,16777215,5,5,1,0,4.0,1,1.0,8,165,2020,11500.0
0,5.0,38000.0,16777215,4,5,1,0,3.0,4,1.0,8,128,2014,950.0
0,5.0,50000.0,16777215,4,5,1,0,3.0,4,1.0,8,331,2018,3399.0
1,4.0,25000.0,0,5,5,0,0,3.0,0,1.0,9,281,2006,185.0
1,3.0,80000.0,16777215,4,5,1,2,3.2,0,7.0,7,63,2016,485.0
1,6.0,70000.0,16711680,5,7,1,0,3.5,2,1.0,11,351,2010,889.0
1,5.0,62000.0,0,4,5,1,0,2.0,4,1.0,0,9,2013,560.0
1,4.0,50000.0,16777215,5,5,1,0,3.5,1,1.0,6,316,2017,2850.0
1,4.0,158.0,32768,5,5,1,0,2.0,1,1.0,6,316,2022,3295.0
1,4.0,19000.0,0,5,7,1,0,4.6,1,1.0,6,176,2020,550.0
1,6.0,30000.0,0,5,7,1,0,3.5,2,1.0,11,52,2019,4100.0
0,4.0,29000.0,16711680,5,6,1,2,2.2,1,1.0,5,358,2021,1120.0
0,0.0,38000.0,10824234,5,5,1,0,2.0,2,1.0,4,218,2019,590.0
0,5.0,11000.0,16777215,4,5,1,0,2.0,4,7.0,8,128,2020,2190.0
1,4.0,60000.0,16711680,5,5,1,0,3.0,1,1.0,10,320,2014,2390.0
1,5.0,14000.0,16776960,4,5,1,0,2.5,2,1.0,6,130,2019,290.0
1,4.0,3900.0,0,5,5,1,0,3.5,1,1.0,6,316,2018,2850.0
1,5.0,300000.0,16776656,4,5,1,0,2.4,4,9.0,11,113,1994,205.0
1,4.0,5000.0,16777215,5,5,1,0,4.0,1,1.0,8,165,2021,13460.0
1,5.0,60000.0,16777215,4,4,1,0,3.6,4,1.0,10,284,2011,1150.0
1,4.0,35000.0,16777215,5,5,1,0,3.5,1,1.0,6,316,2018,3850.0
0,4.0,4000.0,8421504,5,5,1,0,2.0,1,9.0,8,171,2021,2199.0
1,3.0,117000.0,16711680,4,5,1,2,3.2,0,8.0,2,322,2014,485.0
1,3.0,60000.0,16777215,4,5,1,2,2.2,4,1.0,2,322,2016,595.0
0,5.0,2000.0,0,4,5,1,0,1.5,4,1.0,8,72,2021,1299.0
1,5.0,10.0,16777215,4,5,1,1,2.5,2,1.0,11,86,2022,1468.0
1,4.0,28000.0,0,5,5,1,0,2.0,1,1.0,6,316,2021,3250.0
1,5.0,52000.0,16777215,4,5,1,0,2.0,2,1.0,8,74,2013,595.0
1,3.0,55000.0,16777215,4,5,1,2,2.8,0,1.0,1,104,2015,455.0
1,6.0,60000.0,0,5,2,1,0,1.0,2,5.0,5,259,2013,225.0
1,4.0,38000.0,16777215,5,5,1,0,3.0,1,1.0,10,320,2014,2250.0
1,4.0,28000.0,16711680,5,5,1,0,1.5,4,1.0,0,426,2018,1100.0
