origin,car_model,mileage,exterior_color,num_of_doors,seating_capacity,transmission,engine_type,engine_capacity,drive_type,fuel_consumption,brand,grade,year_of_manufacture,price
1,0.8333333333333333,8.847331632323252e-06,0.9960938093718177,0.75,0.0851063829787234,1,0.0,0.4272727272727273,1.0,0.05,0.8333333333333333,0.6241758241758242,0.6470588235294118,1880.0
1,0.6666666666666666,1.6297912232716527e-05,0.0019531251164153288,1.0,0.10638297872340426,1,0.0,0.17272727272727273,0.25,0.05,0.8333333333333333,0.701098901098901,0.6470588235294118,700.0
0,0.6666666666666666,2.560904250741426e-06,1.0,1.0,0.10638297872340426,1,0.0,0.17272727272727273,0.25,0.05,0.6666666666666666,0.3758241758241758,0.9411764705882353,1879.0
1,0.8333333333333333,6.984686482224933e-06,0.0019531251164153288,0.75,0.10638297872340426,1,0.0,0.17272727272727273,1.0,0.3,0.0,0.07032967032967033,0.8823529411764706,2850.0
1,0.16666666666666666,2.297037282165623e-05,0.9999848008146763,1.0,0.10638297872340426,1,0.0,0.13636363636363635,0.5,0.05,0.3333333333333333,0.8967032967032967,0.6470588235294118,395.0
1,0.8333333333333333,2.328073606979136e-06,0.0019531251164153288,0.75,0.0851063829787234,1,0.0,0.5909090909090909,0.25,0.05,0.8333333333333333,0.4043956043956044,0.7941176470588235,17500.0
0,0.8333333333333333,8.102040741640162e-06,1.0,0.75,0.10638297872340426,1,0.0,0.12727272727272726,0.5,0.35,0.5833333333333333,0.017582417582417582,0.8529411764705882,548.0
1,0.6666666666666666,9.312992919847832e-06,1.0,1.0,0.14893617021276595,1,0.6666666666666666,0.17272727272727273,0.0,0.05,0.16666666666666666,0.3098901098901099,0.8823529411764706,150.0
0,0.8333333333333333,3.4922268257905854e-06,0.9960938093718177,0.75,0.10638297872340426,1,0.0,0.17272727272727273,1.0,0.05,0.6666666666666666,0.2813186813186813,0.8823529411764706,1979.0
1,0.8333333333333333,1.047714613865928e-05,1.0,0.75,0.10638297872340426,1,0.0,0.17272727272727273,1.0,0.05,0.0,0.07032967032967033,0.7941176470588235,2199.0
1,0.8333333333333333,2.561113798320812e-05,0.9999848008146763,0.75,0.10638297872340426,1,0.0,0.17272727272727273,1.0,0.05,0.0,0.046153846153846156,0.6764705882352942,650.0
1,0.6666666666666666,1.4435267082618208e-05,0.0,1.0,0.14893617021276595,1,0.0,0.5090909090909091,0.25,0.05,0.5,0.49230769230769234,0.6764705882352942,2799.0
0,0.8333333333333333,1.8626218670339425e-05,0.0,0.75,0.10638297872340426,1,0.0,0.17272727272727273,0.5,0.05,0.9166666666666666,0.24175824175824176,0.5882352941176471,319.0
1,0.6666666666666666,1.7462065451527976e-05,0.9960938093718177,1.0,0.10638297872340426,1,0.0,0.17272727272727273,0.25,0.35,0.8333333333333333,0.6659340659340659,0.6764705882352942,745.0
1,0.6666666666666666,8.381670344798672e-06,0.0019531251164153288,1.0,0.10638297872340426,1,0.0,0.15454545454545454,0.5,0.05,0.9166666666666666,0.23956043956043957,0.9117647058823529,729.0
1,0.6666666666666666,7.450347769749513e-06,0.6451746609911121,1.0,0.10638297872340426,1,0.0,0.3181818181818182,0.25,0.05,0.8333333333333333,0.2043956043956044,0.7941176470588235,3590.0
1,0.5,1.6014091677970296e-06,0.7529411764705882,0.75,0.10638297872340426,1,0.6666666666666666,0.19090909090909092,1.0,0.35,0.16666666666666666,0.7076923076923077,0.8235294117647058,529.0
